============= Dilithium-III
[0m[1;31m     LWE instance generation    [0m
n=1280	m=1536	q=8380417
dim = 2654, m = 1373, dvol = 19371.02384334926, β = 623.6116

Generate gs-lengths by GSA assumption...enumbs min_G_prec = 0.001
 Attack Estimation via simulation + probabilistic model (EnumBS in parallel)
v1. beta_start= 50, gap = 1, J = 100, J_gap = 3, cost_model = 1, max_loop = 1, threads = 60, G_prec = 1.000000e-03,  slope_prec = 1.000000e-04,  progressive_sieve = True, worst_case = 0, succ_prob = 0.999, Find minimal time cost strategy, average_case, theo_pnjbkz_d4f = 2, theo_pump_d4f = 2, list_decoding = `matzov22`. 


 index:        2, (  57,   4): (  50, 100) --> (1499,   1), goal index:     1363, cost = 
 index:        3, (  58,   4): (  51, 100) --> (1499,   1), goal index:     1366, cost = 
 index:        4, (  59,   4): (  52, 100) --> (1499,   1), goal index:     1394, cost = 
 index:        5, (  60,   4): (  53, 100) --> (1499,   1), goal index:     1399, cost = 
 index:        6, (  58,   4): (  51, 100) --> (1499,   1), goal index:     1405, cost = 
 index:        7, (  58,   4): (  51, 100) --> (1499,   1), goal index:     1375, cost = 
 index:        8, (  59,   4): (  52, 100) --> (1499,   1), goal index:     1403, cost = 
 index:        9, (  58,   4): (  51, 100) --> (1499,   1), goal index:     1422, cost = 
 index:       10, (  60,   4): (  53, 100) --> (1499,   1), goal index:     1426, cost = 
 index:       11, (  59,   4): (  52, 100) --> (1499,   1), goal index:     1448, cost = 
 index:      313, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1803, cost = 
 index:      314, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1812, cost = 
 index:      315, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1826, cost = 
 index:      316, (  60,   4): (  53, 100) --> (1499,   1), goal index:     1841, cost = 
 index:      317, (  60,   4): (  53, 100) --> (1499,   1), goal index:     1789, cost = 
 index:      318, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1807, cost = 
 index:      319, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1825, cost = 
 index:      320, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1841, cost = 
 index:      321, (  60,   4): (  53, 100) --> (1499,   1), goal index:     1856, cost = 
 index:      322, (  60,   4): (  53, 100) --> (1499,   1), goal index:     1789, cost = 
 index:      323, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1807, cost = 
 index:      324, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1825, cost = 
 index:      325, (  60,   4): (  53, 100) --> (1499,   1), goal index:     1839, cost = 
 index:      326, (  60,   4): (  53, 100) --> (1499,   1), goal index:     1786, cost = 
 index:      327, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1804, cost = 
 index:      328, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1822, cost = 
 index:      329, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1836, cost = 
 index:      330, (  60,   4): (  53, 100) --> (1499,   1), goal index:     1851, cost = 
 index:      331, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1807, cost = 
 index:      332, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1825, cost = 
 index:      333, (  60,   4): (  53, 100) --> (1499,   1), goal index:     1839, cost = 
 index:      334, (  60,   4): (  53, 100) --> (1499,   1), goal index:     1719, cost = 
 index:      335, (  60,   4): (  53, 100) --> (1499,   1), goal index:     1744, cost = 
 index:      336, (  60,   4): (  53, 100) --> (1499,   1), goal index:     1761, cost = 
 index:      337, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1779, cost = 
 index:      338, (  60,   4): (  53, 100) --> (1499,   1), goal index:     1797, cost = 
 index:      339, (  60,   4): (  53, 100) --> (1499,   1), goal index:     1796, cost = 
 index:      340, (  60,   4): (  53, 100) --> (1499,   1), goal index:     1813, cost = 
 index:      341, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1831, cost = 
 index:      342, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1840, cost = 
 index:      343, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1854, cost = 
 index:      344, (  60,   4): (  53, 100) --> (1499,   1), goal index:     1869, cost = 
 index:      345, (  60,   4): (  53, 100) --> (1499,   1), goal index:     1816, cost = 
 index:      346, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1834, cost = 
 index:      347, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1852, cost = 
 index:      348, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1867, cost = 
 index:      349, (  60,   4): (  53, 100) --> (1499,   1), goal index:     1882, cost = 
 index:      350, (  60,   4): (  53, 100) --> (1499,   1), goal index:     1815, cost = 
 index:      351, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1833, cost = 
 index:      352, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1851, cost = 
 index:      353, (  60,   4): (  53, 100) --> (1499,   1), goal index:     1865, cost = 
 index:      354, (  60,   4): (  53, 100) --> (1499,   1), goal index:     1814, cost = 
 index:      355, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1832, cost = 
 index:      356, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1850, cost = 
 index:      357, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1864, cost = 
 index:      358, (  60,   4): (  53, 100) --> (1499,   1), goal index:     1879, cost = 
 index:      359, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1834, cost = 
 index:      360, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1852, cost = 
 index:      361, (  60,   4): (  53, 100) --> (1499,   1), goal index:     1866, cost = 
 index:      362, (  60,   4): (  53, 100) --> (1499,   1), goal index:     1752, cost = 
 index:      363, (  60,   4): (  53, 100) --> (1499,   1), goal index:     1776, cost = 
 index:      364, (  60,   4): (  53, 100) --> (1499,   1), goal index:     1791, cost = 
 index:      365, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1808, cost = 
 index:      366, (  60,   4): (  53, 100) --> (1499,   1), goal index:     1826, cost = 
 index:      367, (  60,   4): (  53, 100) --> (1499,   1), goal index:     1824, cost = 
 index:      368, (  60,   4): (  53, 100) --> (1499,   1), goal index:     1839, cost = 
 index:      369, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1856, cost = 
 index:      370, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1864, cost = 
 index:      371, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1877, cost = 
 index:      372, (  60,   4): (  53, 100) --> (1499,   1), goal index:     1892, cost = 
 index:      373, (  60,   4): (  53, 100) --> (1499,   1), goal index:     1838, cost = 
 index:      374, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1855, cost = 
 index:      375, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1873, cost = 
 index:      376, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1888, cost = 
 index:      377, (  60,   4): (  53, 100) --> (1499,   1), goal index:     1902, cost = 
 index:      378, (  60,   4): (  53, 100) --> (1499,   1), goal index:     1839, cost = 
 index:      379, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1856, cost = 
 index:      380, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1874, cost = 
 index:      381, (  60,   4): (  53, 100) --> (1499,   1), goal index:     1888, cost = 
 index:      382, (  60,   4): (  53, 100) --> (1499,   1), goal index:     1842, cost = 
 index:      383, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1859, cost = 
 index:      384, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1877, cost = 
 index:      385, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1891, cost = 
 index:      386, (  60,   4): (  53, 100) --> (1499,   1), goal index:     1906, cost = 
 index:      387, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1862, cost = 
 index:      388, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1880, cost = 
 index:      389, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1894, cost = 
 index:      390, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1909, cost = 
 index:      391, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1921, cost = 
 index:      392, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1932, cost = 
 index:      393, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1887, cost = 
 index:      394, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1902, cost = 
 index:      395, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1914, cost = 
 index:      396, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1785, cost = 
 index:      397, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1809, cost = 
 index:      398, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1824, cost = 
 index:      399, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1841, cost = 
 index:      400, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1859, cost = 
 index:      401, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1857, cost = 
 index:      402, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1872, cost = 
 index:      403, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1889, cost = 
 index:      404, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1896, cost = 
 index:      405, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1910, cost = 
 index:      406, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1924, cost = 
 index:      407, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1868, cost = 
 index:      408, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1885, cost = 
 index:      409, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1903, cost = 
 index:      410, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1918, cost = 
 index:      411, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1932, cost = 
 index:      412, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1869, cost = 
 index:      413, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1886, cost = 
 index:      414, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1904, cost = 
 index:      415, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1918, cost = 
 index:      416, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1875, cost = 
 index:      417, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1892, cost = 
 index:      418, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1910, cost = 
 index:      419, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1924, cost = 
 index:      420, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1939, cost = 
 index:      421, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1895, cost = 
 index:      422, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1913, cost = 
 index:      423, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1927, cost = 
 index:      424, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1942, cost = 
 index:      425, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1954, cost = 
 index:      426, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1966, cost = 
 index:      427, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1920, cost = 
 index:      428, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1935, cost = 
 index:      429, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1818, cost = 
 index:      430, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1842, cost = 
 index:      431, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1857, cost = 
 index:      432, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1873, cost = 
 index:      433, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1891, cost = 
 index:      434, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1889, cost = 
 index:      435, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1904, cost = 
 index:      436, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1920, cost = 
 index:      437, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1925, cost = 
 index:      438, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1939, cost = 
 index:      439, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1954, cost = 
 index:      440, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1895, cost = 
 index:      441, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1911, cost = 
 index:      442, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1929, cost = 
 index:      443, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1944, cost = 
 index:      444, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1959, cost = 
 index:      445, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1898, cost = 
 index:      446, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1914, cost = 
 index:      447, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1932, cost = 
 index:      448, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1945, cost = 
 index:      449, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1904, cost = 
 index:      450, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1920, cost = 
 index:      451, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1938, cost = 
 index:      452, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1951, cost = 
 index:      453, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1966, cost = 
 index:      454, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1924, cost = 
 index:      455, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1942, cost = 
 index:      456, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1955, cost = 
 index:      457, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1970, cost = 
 index:      458, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1981, cost = 
 index:      459, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1993, cost = 
 index:      460, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1949, cost = 
 index:      461, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1964, cost = 
 index:      462, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1849, cost = 
 index:      463, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1873, cost = 
 index:      464, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1888, cost = 
 index:      465, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1904, cost = 
 index:      466, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1922, cost = 
 index:      467, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1919, cost = 
 index:      468, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1934, cost = 
 index:      469, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1950, cost = 
 index:      470, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1953, cost = 
 index:      471, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1968, cost = 
 index:      472, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1927, cost = 
 index:      473, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1943, cost = 
 index:      474, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1961, cost = 
 index:      475, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1976, cost = 
 index:      476, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1932, cost = 
 index:      477, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1948, cost = 
 index:      478, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1966, cost = 
 index:      479, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1979, cost = 
 index:      480, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1936, cost = 
 index:      481, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1952, cost = 
 index:      482, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1970, cost = 
 index:      483, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1983, cost = 
 index:      484, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1998, cost = 
 index:      485, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1957, cost = 
 index:      486, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1975, cost = 
 index:      487, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1988, cost = 
 index:      488, (  61,   4): (  54, 100) --> (1499,   1), goal index:     2003, cost = 
 index:      489, (  61,   4): (  54, 100) --> (1499,   1), goal index:     2015, cost = 
 index:      490, (  61,   4): (  54, 100) --> (1499,   1), goal index:     2026, cost = 
 index:      491, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1981, cost = 
 index:      492, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1996, cost = 
 index:      493, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1882, cost = 
 index:      494, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1906, cost = 
 index:      495, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1920, cost = 
 index:      496, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1936, cost = 
 index:      497, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1954, cost = 
 index:      498, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1951, cost = 
 index:      499, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1965, cost = 
 index:      500, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1981, cost = 
 index:      501, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1981, cost = 
 index:      502, (  62,   4): (  55, 100) --> (1499,   1), goal index:     1995, cost = 
 index:      503, (  61,   4): (  54, 100) --> (1499,   1), goal index:     2007, cost = 
 index:      504, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1961, cost = 
 index:      505, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1977, cost = 
 index:      506, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1995, cost = 
 index:      507, (  62,   4): (  55, 100) --> (1499,   1), goal index:     2009, cost = 
 index:      508, (  61,   4): (  54, 100) --> (1499,   1), goal index:     2021, cost = 
 index:      509, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1970, cost = 
 index:      510, (  61,   4): (  54, 100) --> (1499,   1), goal index:     1986, cost = 
